timestamp,value
2024-01-01 00:00:00,83.1753006557561
2024-01-01 01:00:00,103.10028192057649
2024-01-01 02:00:00,99.51717074250102
2024-01-01 03:00:00,100.67376025436302
2024-01-01 04:00:00,86.71609296627526
2024-01-01 05:00:00,73.85872941395114
2024-01-01 06:00:00,90.17679678791215
2024-01-01 07:00:00,88.32690346243021
2024-01-01 08:00:00,107.30758277024619
2024-01-01 09:00:00,107.80207417332782
2024-01-01 10:00:00,107.19804405590888
2024-01-01 11:00:00,81.80758666103117
2024-01-01 12:00:00,86.21412081920542
2024-01-01 13:00:00,94.00587996712846
2024-01-01 14:00:00,103.85107405352653
2024-01-01 15:00:00,98.72471988759632
2024-01-01 16:00:00,108.65773019796792
2024-01-01 17:00:00,118.8763764747128
2024-01-01 18:00:00,89.5004210583565
2024-01-01 19:00:00,90.31556671857648
2024-01-01 20:00:00,107.0090708807211
2024-01-01 21:00:00,103.99147066360439
2024-01-01 22:00:00,116.61481649477304
2024-01-01 23:00:00,105.81958121815192
2024-01-02 00:00:00,132.05441518090436
2024-01-02 01:00:00,82.36819969485666
2024-01-02 02:00:00,119.02831977314409
2024-01-02 03:00:00,109.65268883641855
2024-01-02 04:00:00,85.8544546704787
2024-01-02 05:00:00,76.11566445799328
2024-01-02 06:00:00,90.49422189749538
2024-01-02 07:00:00,125.7391116345633
2024-01-02 08:00:00,124.26335439333357
2024-01-02 09:00:00,106.13593917459917
2024-01-02 10:00:00,102.86120086971894
2024-01-02 11:00:00,95.68209729813069
2024-01-02 12:00:00,105.93962041879047
2024-01-02 13:00:00,101.86355832153441
2024-01-02 14:00:00,134.84921751296622
2024-01-02 15:00:00,90.87440017942934
2024-01-02 16:00:00,115.53045623718437
2024-01-02 17:00:00,136.219591360957
2024-01-02 18:00:00,121.70033335316327
2024-01-02 19:00:00,93.43391525195383
2024-01-02 20:00:00,87.37795808878616
2024-01-02 21:00:00,114.842110940533
2024-01-02 22:00:00,113.195425593403
2024-01-02 23:00:00,129.63346798393306
2024-01-03 00:00:00,119.58203945216054
2024-01-03 01:00:00,104.28891632747444
2024-01-03 02:00:00,103.47515837489736
2024-01-03 03:00:00,92.37601622063424
2024-01-03 04:00:00,114.10945549408059
2024-01-03 05:00:00,91.30094987582535
2024-01-03 06:00:00,126.2142551598307
2024-01-03 07:00:00,121.5964663833452
2024-01-03 08:00:00,121.31369763983801
2024-01-03 09:00:00,93.31512102916689
2024-01-03 10:00:00,111.0816672469954
2024-01-03 11:00:00,107.67801515595002
