Voltage,Current,Measurement
0.8,0.1,0.9751256274924484
0.8,0.1285714285714286,0.9842581564429219
0.8,0.15714285714285714,0.9591906258515692
0.8,0.18571428571428572,0.9615315260140231
0.8,0.2142857142857143,0.9841920035057621
0.8,0.24285714285714288,0.9907479376945151
0.8,0.27142857142857146,0.9781585474055849
0.8,0.30000000000000004,0.9916357824923429
0.8,0.3285714285714286,0.9675345753922528
0.8,0.3571428571428572,0.9800985586654964
0.8,0.3857142857142858,0.9707348274413615
0.8,0.41428571428571437,0.9505844038146383
0.8,0.44285714285714284,0.9715375322768288
0.8,0.4714285714285714,0.9235378490152166
0.8,0.5,0.9427378009688597
0.8210526315789474,0.1,0.9822498635673248
0.8210526315789474,0.1285714285714286,0.9661643971830686
0.8210526315789474,0.15714285714285714,1.0166089811861214
0.8210526315789474,0.18571428571428572,0.9357932943946096
0.8210526315789474,0.2142857142857143,0.9704762728627533
0.8210526315789474,0.24285714285714288,0.9821155125256399
0.8210526315789474,0.27142857142857146,0.9718603083274063
0.8210526315789474,0.30000000000000004,0.9647915348721847
0.8210526315789474,0.3285714285714286,1.0025885650150757
0.8210526315789474,0.3571428571428572,0.9819328544414596
0.8210526315789474,0.3857142857142858,1.0358901637968085
0.8210526315789474,0.41428571428571437,0.9907656987948028
0.8210526315789474,0.44285714285714284,0.9519061735003643
0.8210526315789474,0.4714285714285714,1.0012173551001542
0.8210526315789474,0.5,0.9726989015302591
0.8421052631578948,0.1,0.9474453819434125
0.8421052631578948,0.1285714285714286,0.9670858880500725
0.8421052631578948,0.15714285714285714,0.9829833381394983
0.8421052631578948,0.18571428571428572,0.9528400640493564
0.8421052631578948,0.2142857142857143,0.9673175495568932
0.8421052631578948,0.24285714285714288,1.0148526834328653
0.8421052631578948,0.27142857142857146,0.9781089237860459
0.8421052631578948,0.30000000000000004,1.0023594574349621
0.8421052631578948,0.3285714285714286,0.9734686509751366
0.8421052631578948,0.3571428571428572,1.0032027588567403
0.8421052631578948,0.3857142857142858,0.9533938468971161
0.8421052631578948,0.41428571428571437,0.940243952732443
0.8421052631578948,0.44285714285714284,1.0361286935321878
0.8421052631578948,0.4714285714285714,0.9585453037593389
0.8421052631578948,0.5,0.9981834600173134
0.8631578947368421,0.1,0.9631063366220197
0.8631578947368421,0.1285714285714286,0.9520787890278355
0.8631578947368421,0.15714285714285714,0.9743494225618833
0.8631578947368421,0.18571428571428572,1.0038405842095794
0.8631578947368421,0.2142857142857143,0.9906001720447998
0.8631578947368421,0.24285714285714288,1.0451578261645667
0.8631578947368421,0.27142857142857146,1.006379326796818
0.8631578947368421,0.30000000000000004,0.9752968672007736
0.8631578947368421,0.3285714285714286,1.0095358303687743
0.8631578947368421,0.3571428571428572,0.9821375692033999
0.8631578947368421,0.3857142857142858,0.9560412277702133
0.8631578947368421,0.41428571428571437,1.0149080434327602
0.8631578947368421,0.44285714285714284,0.9791980699904859
0.8631578947368421,0.4714285714285714,0.9999890743615083
0.8631578947368421,0.5,0.9793078139034049
0.8842105263157896,0.1,0.9931861062823328
0.8842105263157896,0.1285714285714286,0.9700396037551373
0.8842105263157896,0.15714285714285714,0.9960640707989328
0.8842105263157896,0.18571428571428572,0.9751969129643617
0.8842105263157896,0.2142857142857143,0.9886403925177124
0.8842105263157896,0.24285714285714288,1.0117976775810789
0.8842105263157896,0.27142857142857146,0.9711225708047566
0.8842105263157896,0.30000000000000004,1.0010974372115444
0.8842105263157896,0.3285714285714286,1.0139037679516245
0.8842105263157896,0.3571428571428572,0.9670317337192642
0.8842105263157896,0.3857142857142858,0.9730428463144276
0.8842105263157896,0.41428571428571437,0.9809199924628693
0.8842105263157896,0.44285714285714284,1.0000212143844596
0.8842105263157896,0.4714285714285714,0.9684636725990845
0.8842105263157896,0.5,1.0004926613923193
0.9052631578947369,0.1,0.9708854953426257
0.9052631578947369,0.1285714285714286,0.9833531931259003
0.9052631578947369,0.15714285714285714,0.9488623360496461
0.9052631578947369,0.18571428571428572,0.9724566029135476
0.9052631578947369,0.2142857142857143,0.9957116905699124
0.9052631578947369,0.24285714285714288,1.040770749202255
0.9052631578947369,0.27142857142857146,1.0304350366893296
0.9052631578947369,0.30000000000000004,1.0166216037180031
0.9052631578947369,0.3285714285714286,1.0123735652747423
0.9052631578947369,0.3571428571428572,0.987377178329263
0.9052631578947369,0.3857142857142858,0.9631103888169961
0.9052631578947369,0.41428571428571437,0.9923589140098132
0.9052631578947369,0.44285714285714284,0.9740172156516412
0.9052631578947369,0.4714285714285714,0.9966820592696598
0.9052631578947369,0.5,0.9783321730862283
0.9263157894736842,0.1,0.9585111479080042
0.9263157894736842,0.1285714285714286,0.9735322405096468
0.9263157894736842,0.15714285714285714,0.9685185965103917
0.9263157894736842,0.18571428571428572,0.9841054981163938
0.9263157894736842,0.2142857142857143,0.9892319243346702
0.9263157894736842,0.24285714285714288,1.0490328561920783
0.9263157894736842,0.27142857142857146,0.9616461976260797
0.9263157894736842,0.30000000000000004,1.000927197162905
0.9263157894736842,0.3285714285714286,0.9893246843457032
0.9263157894736842,0.3571428571428572,0.9993115616821656
0.9263157894736842,0.3857142857142858,0.9644032790161658
0.9263157894736842,0.41428571428571437,0.9627396208275445
0.9263157894736842,0.44285714285714284,1.0094779886026968
0.9263157894736842,0.4714285714285714,0.9782942919217615
0.9263157894736842,0.5,0.9957446014605862
0.9473684210526316,0.1,0.9691229112527596
0.9473684210526316,0.1285714285714286,0.9744121962620224
0.9473684210526316,0.15714285714285714,0.9934399973123643
0.9473684210526316,0.18571428571428572,1.0073876210927522
0.9473684210526316,0.2142857142857143,1.0410338178201612
0.9473684210526316,0.24285714285714288,0.9702613914903467
0.9473684210526316,0.27142857142857146,0.9837819958569868
0.9473684210526316,0.30000000000000004,0.9925458766559538
0.9473684210526316,0.3285714285714286,1.0292775415311746
0.9473684210526316,0.3571428571428572,1.0070892954431792
0.9473684210526316,0.3857142857142858,0.9894137718916376
0.9473684210526316,0.41428571428571437,0.9675585973865108
0.9473684210526316,0.44285714285714284,1.0158742849970912
0.9473684210526316,0.4714285714285714,1.0177832418247907
0.9473684210526316,0.5,0.9820720747666967
0.968421052631579,0.1,0.9824479421480087
0.968421052631579,0.1285714285714286,1.012262347626783
0.968421052631579,0.15714285714285714,1.005192214859273
0.968421052631579,0.18571428571428572,1.0043959303291448
0.968421052631579,0.2142857142857143,0.9771927295840316
0.968421052631579,0.24285714285714288,1.022606639839257
0.968421052631579,0.27142857142857146,1.004059423505406
0.968421052631579,0.30000000000000004,0.9578873148635844
0.968421052631579,0.3285714285714286,1.0044445328680756
0.968421052631579,0.3571428571428572,0.9917780551856381
0.968421052631579,0.3857142857142858,1.0141914270942314
0.968421052631579,0.41428571428571437,0.991666553300555
0.968421052631579,0.44285714285714284,1.0032500321904738
0.968421052631579,0.4714285714285714,0.9750420705344225
0.968421052631579,0.5,0.9888460891664105
0.9894736842105263,0.1,0.991029968747566
0.9894736842105263,0.1285714285714286,0.9733646120173866
0.9894736842105263,0.15714285714285714,1.0061449688091038
0.9894736842105263,0.18571428571428572,1.02371877412129
0.9894736842105263,0.2142857142857143,1.0078977780835494
0.9894736842105263,0.24285714285714288,1.0098366962019314
0.9894736842105263,0.27142857142857146,1.003867798732295
0.9894736842105263,0.30000000000000004,1.0286372185136359
0.9894736842105263,0.3285714285714286,1.059030438504788
0.9894736842105263,0.3571428571428572,1.0153432766540882
0.9894736842105263,0.3857142857142858,0.9674424856588506
0.9894736842105263,0.41428571428571437,0.9571704663128175
0.9894736842105263,0.44285714285714284,0.966555835782065
0.9894736842105263,0.4714285714285714,0.9718119641122155
0.9894736842105263,0.5,0.9963868911820846
1.0105263157894737,0.1,0.9702349201136007
1.0105263157894737,0.1285714285714286,0.9818199614366289
1.0105263157894737,0.15714285714285714,0.9790823998834584
1.0105263157894737,0.18571428571428572,0.970297700529991
1.0105263157894737,0.2142857142857143,1.0073358837540112
1.0105263157894737,0.24285714285714288,1.0177467024892906
1.0105263157894737,0.27142857142857146,1.0025662432247187
1.0105263157894737,0.30000000000000004,1.0089036900135464
1.0105263157894737,0.3285714285714286,1.0032078958404882
1.0105263157894737,0.3571428571428572,0.9956397986911891
1.0105263157894737,0.3857142857142858,1.004626507363836
1.0105263157894737,0.41428571428571437,1.0139836751761249
1.0105263157894737,0.44285714285714284,0.9802108822192853
1.0105263157894737,0.4714285714285714,0.9582255951830214
1.0105263157894737,0.5,0.9383214820959768
1.0315789473684212,0.1,0.9872096020850464
1.0315789473684212,0.1285714285714286,1.0044554532970067
1.0315789473684212,0.15714285714285714,0.9925735180943448
1.0315789473684212,0.18571428571428572,0.9963563428271156
1.0315789473684212,0.2142857142857143,0.9593938396641154
1.0315789473684212,0.24285714285714288,0.9628358631418568
1.0315789473684212,0.27142857142857146,0.9897263220890461
1.0315789473684212,0.30000000000000004,1.001250279445463
1.0315789473684212,0.3285714285714286,1.0242175462889096
1.0315789473684212,0.3571428571428572,0.9806148499954956
1.0315789473684212,0.3857142857142858,1.0168248752376148
